id,categoryName,productName,price,quantity,latitude,longitude,address,province,price_num,quantity_num,semantic_text
f5d9cf11-59f0-47fa-8b70-565cef9546fe,Rau củ,rau cải xanh,14.750 đ/kg,4.388 kg,20.8286,106.6701,"Số 84 Hùng Vương, Phường 17, Quận Lê Chân, Hải Phòng, Việt Nam","Hải Phòng, Việt Nam",14750.0,4388.0,Rau củ | rau cải xanh
ea8577b0-81fb-4ee8-92e0-135be55ce3b1,Cây ăn quả,nhãn lồng,43.846 đ/kg,3.939 kg,21.0218,105.8076,"Số 175 Phan Châu Trinh, Phường 3, Quận Cầu Giấy, Hà Nội, Việt Nam","Hà Nội, Việt Nam",43846.0,3939.0,Cây ăn quả | nhãn lồng
a1fdcc3b-ae5b-4cd8-863b-472fd69557c2,Rau củ,rau cải xanh,48.078 đ/kg,1.889 kg,20.8408,106.6709,"Số 3 Trần Hưng Đạo, Phường 16, Quận Lê Chân, Hải Phòng, Việt Nam","Hải Phòng, Việt Nam",48078.0,1889.0,Rau củ | rau cải xanh
8acbe582-56f4-496f-b151-a6d11e21b68f,Cây ăn quả,sầu riêng Ri6,54.899 đ/kg,2.156 kg,16.0733,108.2116,"Số 78 Quang Trung, Phường 14, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",54899.0,2156.0,Cây ăn quả | sầu riêng Ri6
e49f966b-5933-46e7-a1c1-273e01d3646c,Cây ăn quả,bưởi da xanh,28.089 đ/kg,1.968 kg,12.6601,108.0244,"Số 237 Trần Hưng Đạo, Phường 13, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",28089.0,1968.0,Cây ăn quả | bưởi da xanh
68c5ecc6-751a-48bf-b70e-ded416896741,Rau củ,rau muống,43.079 đ/kg,624 kg,12.6601,108.0244,"Số 237 Trần Hưng Đạo, Phường 13, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",43079.0,624.0,Rau củ | rau muống
e59c4985-c3bd-47ed-bdf8-b4904dcdb721,Rau củ,cà chua,25.932 đ/kg,747 kg,12.2399,109.1938,"Số 34 Lê Lợi, Phường 10, TP. Nha Trang, Khánh Hòa, Việt Nam","Khánh Hòa, Việt Nam",25932.0,747.0,Rau củ | cà chua
05006521-ec15-4db2-8c97-973d4bb15ec8,Cây ăn quả,bưởi da xanh,27.801 đ/kg,2.631 kg,12.6705,108.0322,"Số 245 Điện Biên Phủ, Phường 6, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",27801.0,2631.0,Cây ăn quả | bưởi da xanh
65f0e4ff-8f66-403e-899e-a4f8387e7576,Rau củ,rau cải xanh,43.943 đ/kg,564 kg,12.6705,108.0322,"Số 245 Điện Biên Phủ, Phường 6, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",43943.0,564.0,Rau củ | rau cải xanh
bba3ab70-c4b3-486e-999a-7c619b173880,Rau củ,bí đỏ,36.680 đ/kg,492 kg,20.8581,106.68,"Số 1 Nguyễn Văn Linh, Phường 14, Quận Lê Chân, Hải Phòng, Việt Nam","Hải Phòng, Việt Nam",36680.0,492.0,Rau củ | bí đỏ
7b331235-f77d-4eaf-8fb7-6bb85b91a577,Cây ăn quả,mít Thái,28.670 đ/kg,4.085 kg,10.0279,105.7303,"Số 164 Phan Châu Trinh, Phường 10, Quận Ninh Kiều, Cần Thơ, Việt Nam","Cần Thơ, Việt Nam",28670.0,4085.0,Cây ăn quả | mít Thái
1622c3e5-835e-4764-9871-e37fc4e3c2a0,Cây ăn quả,vải thiều,25.468 đ/kg,2.471 kg,13.9758,107.9861,"Số 209 Quang Trung, Phường 2, TP. Pleiku, Gia Lai, Việt Nam","Gia Lai, Việt Nam",25468.0,2471.0,Cây ăn quả | vải thiều
5671cab3-3e8a-4b39-aa21-efaba86bf1c6,Cây ăn quả,nhãn lồng,17.059 đ/kg,1.220 kg,16.4492,107.5786,"Số 98 Hai Bà Trưng, Phường 10, TP. Huế, Thừa Thiên Huế, Việt Nam","Thừa Thiên Huế, Việt Nam",17059.0,1220.0,Cây ăn quả | nhãn lồng
6f0fb63d-40ef-4d85-88c2-b1b236c459e0,Cây công nghiệp,cà phê Arabica,41.385 đ/kg,3.344 kg,11.9365,108.4648,"Số 44 Lê Lợi, Phường 15, TP. Đà Lạt, Lâm Đồng, Việt Nam","Lâm Đồng, Việt Nam",41385.0,3344.0,Cây công nghiệp | cà phê Arabica
710de24e-e4c6-4497-915c-7614927cb16f,Cây công nghiệp,mía nguyên liệu,32.124 đ/kg,3.993 kg,16.0658,108.1449,"Số 102 Lê Lợi, Phường 8, Quận Liên Chiểu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",32124.0,3993.0,Cây công nghiệp | mía nguyên liệu
b273616b-b9f8-49c8-bfbc-0896ec4f9d4a,Cây công nghiệp,cao su thiên nhiên,8.359 đ/kg,104 kg,11.9318,108.4539,"Số 166 Điện Biên Phủ, Phường 19, TP. Đà Lạt, Lâm Đồng, Việt Nam","Lâm Đồng, Việt Nam",8359.0,104.0,Cây công nghiệp | cao su thiên nhiên
39583c1c-632f-482b-b24f-1e27e426a2bb,Cây ăn quả,vải thiều,12.015 đ/kg,2.745 kg,16.0577,108.2113,"Số 234 Hai Bà Trưng, Phường 6, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",12015.0,2745.0,Cây ăn quả | vải thiều
a25d1c79-0599-4ccb-b431-35174cda0667,Cây ăn quả,dưa hấu,50.569 đ/kg,415 kg,10.0577,105.7293,"Số 59 Lê Duẩn, Phường 10, Quận Ninh Kiều, Cần Thơ, Việt Nam","Cần Thơ, Việt Nam",50569.0,415.0,Cây ăn quả | dưa hấu
a7605a17-8c33-4032-8a2f-c668d4414253,Rau củ,cà rốt,52.079 đ/kg,1.556 kg,16.0879,108.1508,"Số 153 Nguyễn Huệ, Phường 8, Quận Liên Chiểu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",52079.0,1556.0,Rau củ | cà rốt
397387b7-dad5-41cc-b745-24623b326490,Cây ăn quả,cam sành,46.013 đ/kg,4.121 kg,21.033,105.7816,"Số 14 Hai Bà Trưng, Phường 13, Quận Cầu Giấy, Hà Nội, Việt Nam","Hà Nội, Việt Nam",46013.0,4121.0,Cây ăn quả | cam sành
0755c388-a0ac-4624-a388-1f33b6d70c7d,Rau củ,dưa leo,10.846 đ/kg,4.368 kg,10.7868,106.6864,"Số 213 Hai Bà Trưng, Phường 5, Quận 1, TP. Hồ Chí Minh, Việt Nam","TP. Hồ Chí Minh, Việt Nam",10846.0,4368.0,Rau củ | dưa leo
ae9c2c8d-0b80-4bfe-8a20-3d8aeeada121,Cây công nghiệp,cao su thiên nhiên,58.289 đ/kg,3.026 kg,21.0169,105.8315,"Số 165 Hai Bà Trưng, Phường 1, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Hà Nội, Việt Nam",58289.0,3026.0,Cây công nghiệp | cao su thiên nhiên
382db29c-0197-4977-b602-28e19a20336f,Rau củ,bí đỏ,39.352 đ/kg,1.885 kg,10.8804,106.8091,"Số 245 Nguyễn Huệ, Phường 4, TP. Thủ Đức, TP. Hồ Chí Minh, Việt Nam","TP. Hồ Chí Minh, Việt Nam",39352.0,1885.0,Rau củ | bí đỏ
b85a335a-5563-4721-afc4-6f591a7ee1d7,Cây công nghiệp,điều tươi,17.948 đ/kg,100 kg,12.669,108.0407,"Số 221 Hùng Vương, Phường 12, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",17948.0,100.0,Cây công nghiệp | điều tươi
018b9b6a-1fa6-4c50-9c55-d2af6d9f6108,Rau củ,dưa leo,38.240 đ/kg,3.405 kg,10.0568,105.7564,"Số 146 Trần Hưng Đạo, Phường 1, Quận Ninh Kiều, Cần Thơ, Việt Nam","Cần Thơ, Việt Nam",38240.0,3405.0,Rau củ | dưa leo
808dd20d-ff3c-43d8-affa-78da1ac5bed5,Cây ăn quả,chuối già hương,51.621 đ/kg,804 kg,16.0895,108.1514,"Số 131 Lê Lợi, Phường 8, Quận Liên Chiểu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",51621.0,804.0,Cây ăn quả | chuối già hương
c90a1c41-f897-49fe-bc6c-17ed3d09047e,Rau củ,bí đỏ,30.222 đ/kg,191 kg,16.0736,108.2334,"Số 100 Hùng Vương, Phường 5, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",30222.0,191.0,Rau củ | bí đỏ
a468d4cf-a359-46df-8df5-daf8800742f6,Cây công nghiệp,hạt tiêu đen,31.147 đ/kg,1.751 kg,12.6528,108.0239,"Số 242 Quang Trung, Phường 5, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",31147.0,1751.0,Cây công nghiệp | hạt tiêu đen
bbf71005-3a8d-49ce-8db7-57010db18789,Rau củ,dưa leo,53.204 đ/kg,1.990 kg,16.4746,107.5965,"Số 16 Lê Lợi, Phường 16, TP. Huế, Thừa Thiên Huế, Việt Nam","Thừa Thiên Huế, Việt Nam",53204.0,1990.0,Rau củ | dưa leo
4d7b0322-ad37-4725-ab58-6fe573f5f4f2,Cây ăn quả,sầu riêng Ri6,43.117 đ/kg,3.183 kg,11.9321,108.4627,"Số 223 Trần Hưng Đạo, Phường 11, TP. Đà Lạt, Lâm Đồng, Việt Nam","Lâm Đồng, Việt Nam",43117.0,3183.0,Cây ăn quả | sầu riêng Ri6
797ebd1c-a625-47dc-81da-bd2209144356,Cây công nghiệp,mía nguyên liệu,30.928 đ/kg,1.636 kg,13.9894,108.0116,"Số 213 Điện Biên Phủ, Phường 11, TP. Pleiku, Gia Lai, Việt Nam","Gia Lai, Việt Nam",30928.0,1636.0,Cây công nghiệp | mía nguyên liệu
94a27caf-7936-4f1b-bc13-affa8b2fa121,Cây ăn quả,bưởi da xanh,20.626 đ/kg,3.268 kg,16.4727,107.5819,"Số 130 Quang Trung, Phường 2, TP. Huế, Thừa Thiên Huế, Việt Nam","Thừa Thiên Huế, Việt Nam",20626.0,3268.0,Cây ăn quả | bưởi da xanh
4c1dfd99-357e-46ef-bd41-5ec332c1a4f9,Cây công nghiệp,cọ dầu,40.157 đ/kg,2.649 kg,12.2376,109.1943,"Số 31 Hai Bà Trưng, Phường 19, TP. Nha Trang, Khánh Hòa, Việt Nam","Khánh Hòa, Việt Nam",40157.0,2649.0,Cây công nghiệp | cọ dầu
f3e9ba1e-a39a-427b-8192-0f9da4da6fca,Rau củ,cà chua,26.038 đ/kg,2.752 kg,18.6968,105.6735,"Số 218 Hùng Vương, Phường 4, TP. Vinh, Nghệ An, Việt Nam","Nghệ An, Việt Nam",26038.0,2752.0,Rau củ | cà chua
56f8bd96-203b-4f73-9e3e-8f7b01a660c1,Cây ăn quả,nhãn lồng,44.976 đ/kg,1.799 kg,10.7888,106.6855,"Số 27 Hai Bà Trưng, Phường 16, Quận 1, TP. Hồ Chí Minh, Việt Nam","TP. Hồ Chí Minh, Việt Nam",44976.0,1799.0,Cây ăn quả | nhãn lồng
04962960-8f1e-4c37-ba22-5ed5f4147d37,Cây công nghiệp,mía nguyên liệu,53.588 đ/kg,1.076 kg,16.0787,108.2149,"Số 8 Nguyễn Huệ, Phường 1, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",53588.0,1076.0,Cây công nghiệp | mía nguyên liệu
434115aa-1204-4742-9563-445ea93704a6,Cây ăn quả,bưởi da xanh,59.786 đ/kg,3.571 kg,10.7647,106.6847,"Số 34 Lê Duẩn, Phường 12, Quận 1, TP. Hồ Chí Minh, Việt Nam","TP. Hồ Chí Minh, Việt Nam",59786.0,3571.0,Cây ăn quả | bưởi da xanh
688edb98-7641-4b61-be9f-c955b79b648e,Cây ăn quả,sầu riêng Ri6,10.982 đ/kg,2.031 kg,21.0146,105.8308,"Số 164 Hoàng Diệu, Phường 17, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Hà Nội, Việt Nam",10982.0,2031.0,Cây ăn quả | sầu riêng Ri6
3fb95d46-8370-435c-9ca6-a438fd102fad,Cây công nghiệp,điều tươi,48.278 đ/kg,4.797 kg,10.0392,105.7403,"Số 16 Lê Duẩn, Phường 19, Quận Ninh Kiều, Cần Thơ, Việt Nam","Cần Thơ, Việt Nam",48278.0,4797.0,Cây công nghiệp | điều tươi
aec8aaaf-cd86-408d-b4e5-d69f38c3e354,Cây ăn quả,chuối già hương,46.291 đ/kg,3.107 kg,16.0724,108.2297,"Số 224 Hùng Vương, Phường 13, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",46291.0,3107.0,Cây ăn quả | chuối già hương
332a4b09-4d9a-4905-bcd5-3b5142797bec,Rau củ,cà rốt,54.340 đ/kg,2.549 kg,12.6855,108.0332,"Số 100 Nguyễn Huệ, Phường 4, TP. Buôn Ma Thuột, Đắk Lắk, Việt Nam","Đắk Lắk, Việt Nam",54340.0,2549.0,Rau củ | cà rốt
bfe19dd6-9723-42b1-abc6-b304b20bd07d,Rau củ,dưa leo,57.439 đ/kg,3.538 kg,21.0308,105.8214,"Số 216 Nguyễn Huệ, Phường 16, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Hà Nội, Việt Nam",57439.0,3538.0,Rau củ | dưa leo
7071822b-3737-40fe-8f6b-b3809ce3117a,Cây ăn quả,sầu riêng Ri6,12.169 đ/kg,2.250 kg,16.4763,107.6025,"Số 152 Hai Bà Trưng, Phường 15, TP. Huế, Thừa Thiên Huế, Việt Nam","Thừa Thiên Huế, Việt Nam",12169.0,2250.0,Cây ăn quả | sầu riêng Ri6
49ae4f1e-0c69-4a49-b1a8-99a9db2f4178,Rau củ,rau muống,22.030 đ/kg,3.602 kg,16.0692,108.2212,"Số 85 Trần Hưng Đạo, Phường 11, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",22030.0,3602.0,Rau củ | rau muống
c0ff9e60-2631-494b-8ddd-1a7d8c3c0167,Cây công nghiệp,cọ dầu,58.427 đ/kg,2.308 kg,20.8575,106.675,"Số 64 Trần Hưng Đạo, Phường 13, Quận Lê Chân, Hải Phòng, Việt Nam","Hải Phòng, Việt Nam",58427.0,2308.0,Cây công nghiệp | cọ dầu
73c19f2f-e07e-498f-a9d5-d78546688b5b,Cây ăn quả,bưởi da xanh,47.516 đ/kg,1.599 kg,12.2433,109.1967,"Số 65 Phan Châu Trinh, Phường 9, TP. Nha Trang, Khánh Hòa, Việt Nam","Khánh Hòa, Việt Nam",47516.0,1599.0,Cây ăn quả | bưởi da xanh
ceea6ed9-c35f-4a93-b2d8-4c5d38a3a6ce,Rau củ,bắp cải,36.455 đ/kg,1.373 kg,13.9787,108.0164,"Số 48 Quang Trung, Phường 3, TP. Pleiku, Gia Lai, Việt Nam","Gia Lai, Việt Nam",36455.0,1373.0,Rau củ | bắp cải
e0bd183a-ebd4-4aa4-a19e-ecf6ef0cac1a,Rau củ,đậu cô ve,31.647 đ/kg,3.301 kg,12.2292,109.2096,"Số 45 Hùng Vương, Phường 18, TP. Nha Trang, Khánh Hòa, Việt Nam","Khánh Hòa, Việt Nam",31647.0,3301.0,Rau củ | đậu cô ve
30f57f9f-ed62-455f-be22-a63d78460a43,Rau củ,mướp hương,43.287 đ/kg,4.400 kg,16.0618,108.1517,"Số 206 Lê Lợi, Phường 11, Quận Liên Chiểu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",43287.0,4400.0,Rau củ | mướp hương
61f71884-3325-4992-a779-e57a84aeea64,Cây công nghiệp,cao su thiên nhiên,39.147 đ/kg,1.594 kg,10.0354,105.728,"Số 121 Hai Bà Trưng, Phường 3, Quận Ninh Kiều, Cần Thơ, Việt Nam","Cần Thơ, Việt Nam",39147.0,1594.0,Cây công nghiệp | cao su thiên nhiên
4d6c1f54-c7dc-4fca-a2c1-66fd09ba3ca3,Rau củ,cà rốt,13.608 đ/kg,683 kg,18.6797,105.67,"Số 17 Quang Trung, Phường 3, TP. Vinh, Nghệ An, Việt Nam","Nghệ An, Việt Nam",13608.0,683.0,Rau củ | cà rốt
61a0a97c-4d0c-4bdf-8f8a-045d3382aca5,Cây ăn quả,sầu riêng Ri6,25.123 đ/kg,3.180 kg,16.0774,108.2181,"Số 176 Hoàng Diệu, Phường 9, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",25123.0,3180.0,Cây ăn quả | sầu riêng Ri6
db96d392-8120-4eba-abbd-56d9cafcb38a,Rau củ,rau muống,50.706 đ/kg,3.202 kg,10.7888,106.6855,"Số 27 Hai Bà Trưng, Phường 16, Quận 1, TP. Hồ Chí Minh, Việt Nam","TP. Hồ Chí Minh, Việt Nam",50706.0,3202.0,Rau củ | rau muống
30e7c33f-f9f1-476a-a53d-e791b3bae4d6,Rau củ,rau cải xanh,25.882 đ/kg,4.666 kg,16.0765,108.2265,"Số 100 Phan Châu Trinh, Phường 15, Quận Hải Châu, Đà Nẵng, Việt Nam","Đà Nẵng, Việt Nam",25882.0,4666.0,Rau củ | rau cải xanh
2970374c-77b9-480e-a8b5-7f5f6234ec25,Cây ăn quả,dưa hấu,23.891 đ/kg,4.694 kg,12.2371,109.1863,"Số 131 Hai Bà Trưng, Phường 5, TP. Nha Trang, Khánh Hòa, Việt Nam","Khánh Hòa, Việt Nam",23891.0,4694.0,Cây ăn quả | dưa hấu
